name_,name_category,name_category_url,name_level,name_serves,name_pretime,name_img,name_description,name_ingredients,name_howtodo,name_tag1,name_tag2,name_tag3
Cashew and smoked tofu potsticker gyoza,Vegetarian recipes from around the world,https://www.deliciousmagazine.co.uk/collections/vegetarian-recipes-from-around-the-world/,Medium,Makes 16-20 (serves 4),"Hands-on time 1 hour, plus 5-12 hours draining",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/943570-1-eng-GB_gyoza-768x960.jpg,"__onsistently one of our most popular starters. They aren__ complicated to assemble but the filling must be relatively dry. You can swap the smoked tofu for regular firm tofu, add more spice or change the cashews for peanuts._ _ Jane Muir, founder of Mildreds","16-20 ready-made gyoza wrappers (from Asian grocers or theasiancookshop.co.uk)
Toasted sesame oil and vegetable oil for frying
75-100ml boiling water
For the filling
75g roasted, salted cashew nuts
150g smoked tofu
50g chinese cabbage or pak choi, roughly chopped
2 spring onions, chopped
½ small carrot, peeled and grated
20g beansprouts
½ small red chilli
1-2 garlic cloves, crushed
1 tsp peeled and grated ginger
1 tbsp tamari or dark soy sauce
1 tbsp sweet chilli sauce
1 tbsp toasted sesame oil
For the dip
4 tbsp sweet chilli sauce
3 tbsp tamari or dark soy sauce
2 tbsp rice vinegar
To garnish
Finely sliced spring onions
Coriander leaves
Toasted sesame seeds
You__l also need_
28cm non-stick frying pan with a lid","16-20 ready-made gyoza wrappers (from Asian grocers or theasiancookshop.co.uk)
Toasted sesame oil and vegetable oil for frying
75-100ml boiling water
For the filling
75g roasted, salted cashew nuts
150g smoked tofu
50g chinese cabbage or pak choi, roughly chopped
2 spring onions, chopped
½ small carrot, peeled and grated
20g beansprouts
½ small red chilli
1-2 garlic cloves, crushed
1 tsp peeled and grated ginger
1 tbsp tamari or dark soy sauce
1 tbsp sweet chilli sauce
1 tbsp toasted sesame oil
For the dip
4 tbsp sweet chilli sauce
3 tbsp tamari or dark soy sauce
2 tbsp rice vinegar
To garnish
Finely sliced spring onions
Coriander leaves
Toasted sesame seeds
You__l also need_
28cm non-stick frying pan with a lid",Vegan recipes,Vegetarian recipes,
Brazilian black bean soup with raw corn salsa,Soup recipes,https://www.deliciousmagazine.co.uk/collections/soup-recipes/,Easy,Serves 4-6,"Hands-on time 35 min, simmering time 45 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/943674-1-eng-GB_black-bean-768x960.jpg,For 6,"Sunflower oil for frying
2 onions, finely chopped
2 red chillies, finely chopped
5 large garlic cloves, crushed
1½ tbsp smoked paprika
½ tbsp ground cumin
2 x 400g tins black beans
1 litre vegetable stock
5 bay leaves
3 roasted red peppers from a jar, drained and roughly chopped
1 small sweet potato, peeled and diced into 2cm pieces
Lime wedges to serve
For the corn salsa
2 corn cobs, kernels sliced off with a sharp knife (or, if not in season,150g frozen sweetcorn, defrosted)
½ red chilli, finely diced
6 spring onions, finely sliced
½ small red onion, finely diced
Bunch fresh coriander, finely chopped","Sunflower oil for frying
2 onions, finely chopped
2 red chillies, finely chopped
5 large garlic cloves, crushed
1½ tbsp smoked paprika
½ tbsp ground cumin
2 x 400g tins black beans
1 litre vegetable stock
5 bay leaves
3 roasted red peppers from a jar, drained and roughly chopped
1 small sweet potato, peeled and diced into 2cm pieces
Lime wedges to serve
For the corn salsa
2 corn cobs, kernels sliced off with a sharp knife (or, if not in season,150g frozen sweetcorn, defrosted)
½ red chilli, finely diced
6 spring onions, finely sliced
½ small red onion, finely diced
Bunch fresh coriander, finely chopped",Vegan recipes,Vegetarian recipes,
"Carrot, butterbean and caraway dip",Carrot recipes,https://www.deliciousmagazine.co.uk/collections/carrot-recipes/,Easy,Serves 8-10,"Hands-on time 15 min, oven time 15-20 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/943726-1-eng-GB_carrot-dip-768x960.jpg,For 10,"500g carrots, sliced into 5mm discs
75ml olive oil, plus extra to drizzle
Juice ½ orange
2tsp caraway seeds
½ tsp cumin seeds
½ tsp coriander seeds
1 garlic clove, peeled
Pinch sugar
400 tinned butterbeans, drained and rinsed
Lemon juice to taste
2-3 tbsp dukkah","500g carrots, sliced into 5mm discs
75ml olive oil, plus extra to drizzle
Juice ½ orange
2tsp caraway seeds
½ tsp cumin seeds
½ tsp coriander seeds
1 garlic clove, peeled
Pinch sugar
400 tinned butterbeans, drained and rinsed
Lemon juice to taste
2-3 tbsp dukkah",Vegan recipes,Vegetarian recipes,
Broad bean & mint dip,Broad bean recipes,https://www.deliciousmagazine.co.uk/collections/broad-bean-recipes/,Easy,Serves 8-10,Hands-on time 30 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/943778-1-eng-GB_broad-bean-768x960.jpg,For 10,"500g frozen podded broad beans (use fresh if they__e in season)
1-2 garlic cloves, peeled
7-8 sprigs fresh mint, leaves picked and chopped
Small bunch fresh flatleaf parsley, chopped
100ml light olive oil","500g frozen podded broad beans (use fresh if they__e in season)
1-2 garlic cloves, peeled
7-8 sprigs fresh mint, leaves picked and chopped
Small bunch fresh flatleaf parsley, chopped
100ml light olive oil",Vegan recipes,Vegetarian recipes,
Pink peppercorn and vodka pickle,,,,Serves 6 as a sharing starter,"5 min, plus marinating",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/940607-1-eng-GB_pickle-768x960.jpg,"Serve this Scandi-style pickle with rye crisp breads, smoked salmon and extra dill for a bright and beautiful starter.","2 tbsp vodka
3 tbsp white wine vinegar
2 tsp caster sugar
1 tsp fine salt
2 tsp pink peppercorns
1 small bunch finely chopped fresh dill
150g finely sliced radishes
1 cucumber","2 tbsp vodka
3 tbsp white wine vinegar
2 tsp caster sugar
1 tsp fine salt
2 tsp pink peppercorns
1 small bunch finely chopped fresh dill
150g finely sliced radishes
1 cucumber",Dairy-free recipes,Vegan recipes,Vegetarian recipes
Vegan fry-up,Student recipes,https://www.deliciousmagazine.co.uk/collections/student-recipes/,Easy,Serves 4,Hands-on time 40 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/940000-1-eng-GB_vegan-fry-up-768x960.jpg,You don__ need meat to make a knockout brunch dish. We__e made this vegan breakfast extra special with tangy tamarind tomatoes and a creamy avocado and bean mash.,"200g mixed small peppers
Oil for drizzling and frying
200g large oyster mushrooms
200g baby leaf spinach
For the tamarind tomatoes
2 shallots, roughly chopped
40g fresh ginger, grated
1 red chilli, deseeded and finely chopped
2 tbsp tamarind paste (from large supermarkets)
400g tin chopped tomatoes
1 tbsp palm sugar
For the avocado and bean mash
1 ripe avocado, roughly chopped
400g tin butter beans, drained & rinsed
Juice 1 lemon
½ garlic clove, crushed
1 tsp sumac (from large supermarkets)","200g mixed small peppers
Oil for drizzling and frying
200g large oyster mushrooms
200g baby leaf spinach
For the tamarind tomatoes
2 shallots, roughly chopped
40g fresh ginger, grated
1 red chilli, deseeded and finely chopped
2 tbsp tamarind paste (from large supermarkets)
400g tin chopped tomatoes
1 tbsp palm sugar
For the avocado and bean mash
1 ripe avocado, roughly chopped
400g tin butter beans, drained & rinsed
Juice 1 lemon
½ garlic clove, crushed
1 tsp sumac (from large supermarkets)",Vegan recipes,Vegetarian recipes,
Vegetable tagine,Vegetarian main courses,https://www.deliciousmagazine.co.uk/collections/vegetarian-main-courses/,Easy,Serves 8,"Hands-on time 30 min, simmering time 50 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/919361-1-eng-GB_vegetable-tagine-768x960.jpg,"As this hearty vegetable tagine simmers away slowly, the root vegetables gradually release their natural sweetness and become beautifully soft. This recipe also happens to be vegan.","Light olive or vegetable oil for frying
2 red onions, sliced into wedges
2 tsp ground coriander
2 tsp ground cumin
2 tsp ground cinnamon
2 garlic cloves, crushed
20g fresh ginger, grated
2 tbsp harissa paste
1 small butternut squash, peeled and diced into 2cm cubes
3 parsnips, cubed
2 carrots, diagonally sliced
200g dried red lentils
2 x 400g tins cherry tomatoes
1 litre vegetable stock
80g dried apricots, roughly chopped, plus extra to garnish
Large bunch fresh flatleaf parsley, leaves picked and roughly chopped","Light olive or vegetable oil for frying
2 red onions, sliced into wedges
2 tsp ground coriander
2 tsp ground cumin
2 tsp ground cinnamon
2 garlic cloves, crushed
20g fresh ginger, grated
2 tbsp harissa paste
1 small butternut squash, peeled and diced into 2cm cubes
3 parsnips, cubed
2 carrots, diagonally sliced
200g dried red lentils
2 x 400g tins cherry tomatoes
1 litre vegetable stock
80g dried apricots, roughly chopped, plus extra to garnish
Large bunch fresh flatleaf parsley, leaves picked and roughly chopped",Vegan recipes,Vegetarian recipes,
Sweet potato and chickpea curry,Vegetarian curry recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-curry-recipes/,Easy,Serves 4,"Hands-on time 20 min, Simmering time 20_25 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/917320-1-eng-GB_sweet-potato-curry-768x960.jpg,This comforting vegetarian (and vegan) curry is packed full of goodness _ from Vitamin A-rich sweet potatoes and fibre-filled chickpeas to iron-packed spinach _ all cooked in creamy coconut milk and served with yoghurt. Perfect for a weeknight meal.,"1 tbsp light olive oil
1 large red onion, finely sliced
1 large leek, sliced
1tbsp mild curry paste _ or more if you like your food a bit spicier (we like Patak__ korma or tikka paste)
Thumb-size piece fresh ginger, grated
2 large sweet potatoes, peeled and cut into large cubes _ or use a mix of sweet potato and pumpkin or butternut squash
400ml tin coconut milk
400g tin chickpeas, drained and rinsed
400g tin chopped tomatoes
1 tbsp tomato purée
25g dried red lentils
115g pack baby leaf spinach
Bunch fresh coriander, finely chopped
1 lime, halved
Dairy-free yogurt, finely chopped cucumber and rice to serve","1 tbsp light olive oil
1 large red onion, finely sliced
1 large leek, sliced
1tbsp mild curry paste _ or more if you like your food a bit spicier (we like Patak__ korma or tikka paste)
Thumb-size piece fresh ginger, grated
2 large sweet potatoes, peeled and cut into large cubes _ or use a mix of sweet potato and pumpkin or butternut squash
400ml tin coconut milk
400g tin chickpeas, drained and rinsed
400g tin chopped tomatoes
1 tbsp tomato purée
25g dried red lentils
115g pack baby leaf spinach
Bunch fresh coriander, finely chopped
1 lime, halved
Dairy-free yogurt, finely chopped cucumber and rice to serve",Vegan recipes,Vegetarian recipes,
Tofu and edamame noodles,Healthy family dinners,https://www.deliciousmagazine.co.uk/collections/healthy-family-dinners/,Easy,Serves 4,Hands-on time 20 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/916795-1-eng-GB_tofu_noodles-768x614.jpg,"__hese noodles help boost fibre, while the tofu and edamame give satiating protein._ _ Amanda Ursell, nutritionist.","4 nests wholewheat noodles (we used Blue Dragon)
3 tbsp dark soy sauce, plus extra to taste
3-4cm fresh ginger, grated
Grated zest and juice 1 lime, plus wedges to serve
2 garlic cloves, grated
Bunch fresh coriander, stalks finely chopped, leaves roughly chopped
Vegetable oil for frying
200g tofu, sliced (we used Dragonfly marinated tofu)
1 tbsp toasted sesame seeds
200g frozen edamame beans","4 nests wholewheat noodles (we used Blue Dragon)
3 tbsp dark soy sauce, plus extra to taste
3-4cm fresh ginger, grated
Grated zest and juice 1 lime, plus wedges to serve
2 garlic cloves, grated
Bunch fresh coriander, stalks finely chopped, leaves roughly chopped
Vegetable oil for frying
200g tofu, sliced (we used Dragonfly marinated tofu)
1 tbsp toasted sesame seeds
200g frozen edamame beans",Dairy-free recipes,Vegan recipes,
Cranberry sauce,Vegan Christmas recipes,https://www.deliciousmagazine.co.uk/collections/vegan-christmas-recipes/,Easy,Makes enough for 8 servings,Hands-on time 30 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/915576-1-eng-GB_475257-1-eng-gb_cranberry-sauce-768x847.jpg,Christmas dinner wouldn__ be complete without the cranberry sauce. Ours is spiked with orange juice and thyme for a wonderfully fragrant twist on this festive staple.,"Juice of 2 oranges
225g light muscovado sugar
450g fresh or frozen cranberries
Leaves from 2 fresh thyme sprigs","Juice of 2 oranges
225g light muscovado sugar
450g fresh or frozen cranberries
Leaves from 2 fresh thyme sprigs",Vegan recipes,Vegetarian recipes,
Knorr__ butternut squash and lentil one-pot,Discover one-pots,https://www.deliciousmagazine.co.uk/collections/discover-one-pots/,Easy,Serves 4,"Hands-on time 15 min, simmering time 25 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/914582-1-eng-GB_butternut-and-lentil-one-pot-768x960.jpg,"Made with butternut squash and lentils, this one-pot is hearty, comforting and budget-friendly. To make the recipe vegetarian simply omit the bacon and add spinach.","2 cloves garlic, finely chopped
600g butternut squash, cut into chunks
4 sprigs thyme
400g can chopped tomatoes
1 Knorr Vegetable Stock Pot dissolved in 400ml boiling water
325g can green lentils, drained
Handful baby spinach leaves or 80g bacon, cut into strips, optional
Crusty bread or quinoa to serve, optional","2 cloves garlic, finely chopped
600g butternut squash, cut into chunks
4 sprigs thyme
400g can chopped tomatoes
1 Knorr Vegetable Stock Pot dissolved in 400ml boiling water
325g can green lentils, drained
Handful baby spinach leaves or 80g bacon, cut into strips, optional
Crusty bread or quinoa to serve, optional",Vegan recipes,Vegetarian recipes,
Mexican veggie and tortilla soup,Discover one-pots,https://www.deliciousmagazine.co.uk/collections/discover-one-pots/,Easy,Serves 4,"Hands-on time 15 min, simmering time 15 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/914634-1-eng-GB_mexican-veggie-and-tortilla-soup-768x960.jpg,"What if you could have a soup that tasted like nachos? Well now you can. Full of vibrant Mexican flavours, this vegetarian soup is topped with tortilla chips and ready in a flash.","1 red onion, diced
1 red pepper, diced
400g can chopped tomatoes
1-2 tablespoons chipotle hot sauce
1 Knorr Vegetable Stockpot dissolved in 300ml boiling water (we like Knorr)
100g frozen sweetcorn
40g lightly salted tortilla chips
1 can kidney beans, strained
To serve, optional
30g cheddar cheese, grated and ½ avocado, diced","1 red onion, diced
1 red pepper, diced
400g can chopped tomatoes
1-2 tablespoons chipotle hot sauce
1 Knorr Vegetable Stockpot dissolved in 300ml boiling water (we like Knorr)
100g frozen sweetcorn
40g lightly salted tortilla chips
1 can kidney beans, strained
To serve, optional
30g cheddar cheese, grated and ½ avocado, diced",Vegan recipes,Vegetarian recipes,
Beetroot pithiviers,Beetroot recipes,https://www.deliciousmagazine.co.uk/collections/beetroot-recipes/,Easy,Makes 4,"Hands-on time 1 hour 15 min, oven time 35-40 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/905870-1-eng-GB_beetroot-pithiviers-768x960.jpg,"A showstopper vegetarian main course recipe, our beetroot pithiviers would be perfect for a winter dinner party or Christmas Day lunch.","400g beetroot, peeled and sliced into 0.5cm rounds
2 garlic cloves, 1 roughly bashed, 1 crushed
900ml vegetable stock
4 tbsp olive oil, plus extra for frying and brushing
3 large onions, finely sliced
2 tsp light brown sugar
4 fresh thyme sprigs, leaves roughly chopped
3 tbsp caramelised onion chutney
2 tbsp plain flour
100ml dry white wine
1½ tsp caster sugar
Zest ½ orange and squeeze of juice
50g walnuts, toasted in a dry pan until golden, then roughly chopped
260g baby leaf spinach
Grating of nutmeg
2 x 500g blocks Jus-Rol puff pastry","400g beetroot, peeled and sliced into 0.5cm rounds
2 garlic cloves, 1 roughly bashed, 1 crushed
900ml vegetable stock
4 tbsp olive oil, plus extra for frying and brushing
3 large onions, finely sliced
2 tsp light brown sugar
4 fresh thyme sprigs, leaves roughly chopped
3 tbsp caramelised onion chutney
2 tbsp plain flour
100ml dry white wine
1½ tsp caster sugar
Zest ½ orange and squeeze of juice
50g walnuts, toasted in a dry pan until golden, then roughly chopped
260g baby leaf spinach
Grating of nutmeg
2 x 500g blocks Jus-Rol puff pastry",Vegan recipes,Vegetarian recipes,
Sourdough summer pudding,Perfect pudding recipes,https://www.deliciousmagazine.co.uk/collections/perfect-pudding-recipes/,Easy,Serves 4-6,"Hands-on time 20 min, plus at least 6 hours chilling",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/904548-1-eng-GB_summerpudding-768x960.jpg,For 6,"6-8 slices (not too thick) stale sourdough bread, crusts cut off
600g mixed soft fruit, plus extra to serve _ optional
100g caster sugar
2 tbsp crème de cassis
You__l also need_
700ml pudding basin","6-8 slices (not too thick) stale sourdough bread, crusts cut off
600g mixed soft fruit, plus extra to serve _ optional
100g caster sugar
2 tbsp crème de cassis
You__l also need_
700ml pudding basin",Vegan recipes,,
Curried parsnip soup,Parsnip recipes,https://www.deliciousmagazine.co.uk/collections/parsnip-recipes/,Easy,Serves 6,"Hands-on time 30 min, simmering time 30 min",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/904177-1-eng-GB_curried-parsnip-soup-768x960.jpg,"A gently spiced soup recipe _ made with cumin, coriander, turmeric and ginger _ that turns parsnips into a heart-warming bowl of goodness.","750g parsnips (about 6-7), peeled
2 tbsp olive oil
¼ tsp ground cumin
1 tsp ground coriander
¼ tsp ground turmeric
1½ tsp ground ginger
½ tsp chilli powder, plus a sprinkle
1 large onion, finely chopped
2 garlic cloves, crushed
2 bay leaves
1.3 litres fresh vegetable stock
Fresh coriander leaves to serve","750g parsnips (about 6-7), peeled
2 tbsp olive oil
¼ tsp ground cumin
1 tsp ground coriander
¼ tsp ground turmeric
1½ tsp ground ginger
½ tsp chilli powder, plus a sprinkle
1 large onion, finely chopped
2 garlic cloves, crushed
2 bay leaves
1.3 litres fresh vegetable stock
Fresh coriander leaves to serve",Freezable,Vegan recipes,Vegetarian recipes
Lemony raw beetroot and quinoa salad with dill...,Healthy salad recipes,https://www.deliciousmagazine.co.uk/collections/healthy-salad-recipes/,Easy,Serves 4 as a main course or 6 as a side dish,Hands-on time 25 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/884646-1-eng-GB_lemony-beetroot-salad-768x960.jpg,For 6,"190g quinoa
¾ tsp fine sea salt
1 beetroot
Zest 1 lemon and 1 tbsp juice
50g raw, unsalted shelled pistachios (from health food shops and online)
1 shallot, sliced
55g fresh dill, finely chopped
130g mixed green olives with stones
For the dressing
1 small garlic clove, very finely chopped
2 tbsp cold-pressed extra-virgin olive oil
Finely grated zest 1 lemon and 2 tbsp juice
Pinch fine sea salt
¼-½ tsp maple syrup","190g quinoa
¾ tsp fine sea salt
1 beetroot
Zest 1 lemon and 1 tbsp juice
50g raw, unsalted shelled pistachios (from health food shops and online)
1 shallot, sliced
55g fresh dill, finely chopped
130g mixed green olives with stones
For the dressing
1 small garlic clove, very finely chopped
2 tbsp cold-pressed extra-virgin olive oil
Finely grated zest 1 lemon and 2 tbsp juice
Pinch fine sea salt
¼-½ tsp maple syrup",Dairy-free recipes,Gluten-free recipes,Vegan recipes
Cashew corn chowder with chipotle oil,,,Medium,Serves 4,"Hands-on time 30 min, plus soaking time",https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/884709-1-eng-GB_cashew-corn-chowder-768x960.jpg,"__f you__e never used cashews to replace regular cream or milk in a soup before, I highly recommend you try it. I__e also added a drizzle of chipotle oil and a handful of coriander leaves to take the flavour to the next level._ _ Sarah Britton","1 tbsp coconut oil
1 tbsp ground turmeric
2 tsp ground cumin
2 pinches cayenne pepper
3 onions, chopped
2 tsp salt, plus extra as needed
6 garlic cloves, very finely chopped
1 litre vegetable stock
4 corn cobs
93g raw cashews, soaked for at least 4 hours or up to overnight
1 tbsp lime juice
2 tbsp cold-pressed extra-virgin olive oil
¼ tsp ground chipotle chillies
Handful fresh coriander leaves and tender stems, roughly chopped, to garnish","1 tbsp coconut oil
1 tbsp ground turmeric
2 tsp ground cumin
2 pinches cayenne pepper
3 onions, chopped
2 tsp salt, plus extra as needed
6 garlic cloves, very finely chopped
1 litre vegetable stock
4 corn cobs
93g raw cashews, soaked for at least 4 hours or up to overnight
1 tbsp lime juice
2 tbsp cold-pressed extra-virgin olive oil
¼ tsp ground chipotle chillies
Handful fresh coriander leaves and tender stems, roughly chopped, to garnish",Dairy-free recipes,Gluten-free recipes,Vegan recipes
Gazpacho,Tomato recipes,https://www.deliciousmagazine.co.uk/collections/tomato-recipes/,Easy,Serves 4,Hands-on time 15 min,https://www.deliciousmagazine.co.uk/wp-content/uploads/2018/07/875457-1-eng-GB_gazpacho-768x960.jpg,Minimal effort in the kitchen is required to enjoy this cold soup aka gazpacho. On the table and ready to eat in less than 15 minutes _ it__ perfect for those warm summer nights. Serve with a good hunk of crusty bread.,"4 tbsp sherry vinegar
4 tbsp extra-virgin olive oil, plus extra to drizzle
2 small garlic cloves, roughly chopped
80g blanched almonds
700g mixed tomatoes, roughly chopped, plus extra, sliced, to serve
1/2 cucumber, roughly chopped, plus extra slices to serve
1/2 large red pepper, roughly chopped, plus extra to serve
2 spring onions, finely sliced, plus extra to serve
A few fresh basil leaves, plus extra to serve
Crusty bread to serve","4 tbsp sherry vinegar
4 tbsp extra-virgin olive oil, plus extra to drizzle
2 small garlic cloves, roughly chopped
80g blanched almonds
700g mixed tomatoes, roughly chopped, plus extra, sliced, to serve
1/2 cucumber, roughly chopped, plus extra slices to serve
1/2 large red pepper, roughly chopped, plus extra to serve
2 spring onions, finely sliced, plus extra to serve
A few fresh basil leaves, plus extra to serve
Crusty bread to serve",Dairy-free recipes,Gluten-free recipes,Vegan recipes
Sweet potato and sweetcorn vegan burgers,Vegetarian burger recipes,https://www.deliciousmagazine.co.uk/collections/vegetarian-burger-recipes/,Easy,,,,,,,,,
